InventoryID,DealerID,VehicleID,StockLevel,ReorderThreshold
INV1561,D029,V0167,41,10.0
INV1562,D031,V0454,22,8.0
INV1563,D049,V0125,-13,8.0
INV1564,D049,V0249,40,2.0
INV1565,D039,V0223,19,5.0
INV1566,D040,V0270,6,8.0
INV1567,D032,V0202,36,3.0
INV1568,D029,V0424,38,2.0
INV1569,D026,V0196,21,3.0
INV1570,D032,V0200,0,3.0
INV1571,D023,V0105,18,4.0
INV1572,D029,V0027,19,9.0
INV1573,D029,V0439,16,
INV1574,D018,V0257,29,3.0
INV1575,D040,V0311,29,10.0
INV1576,D016,V0367,5,7.0
INV1577,D006,V0461,26,3.0
INV1578,D033,V0154,9,6.0
INV1579,D002,V0264,23,9.0
INV1580,D047,V0061,48,9.0
INV1581,D035,V0286,30,2.0
INV1582,D033,V0254,49,2.0
INV1583,D028,V0350,32,7.0
INV1584,D026,V0199,37,2.0
INV1585,D023,V0367,32,3.0
INV1586,D029,V0180,40,6.0
INV1587,D041,V0126,4,9.0
INV1588,D012,V0364,15,4.0
INV1589,D049,V0165,26,9.0
INV1590,D041,V0117,21,10.0
INV1591,D041,V0346,38,5.0
INV1592,D001,V0311,15,3.0
INV1593,D037,V0419,49,7.0
INV1594,D025,V0003,19,4.0
INV1595,D030,V0299,11,5.0
INV1596,D025,V0385,4,3.0
INV1597,D026,V0296,23,7.0
INV1598,D020,V0064,26,4.0
INV1599,D002,V0303,8,3.0
INV1600,D026,V0178,-7,3.0
INV1601,D040,V0027,0,8.0
INV1602,D020,V0027,36,3.0
INV1603,D008,V0076,49,6.0
INV1604,D002,V0092,20,5.0
INV1605,D035,V0137,8,2.0
INV1606,D024,V0492,14,8.0
INV1607,D040,V0383,15,8.0
INV1608,D037,V0478,6,
INV1609,D003,V0235,32,6.0
INV1610,D011,V0175,11,3.0
INV1611,D020,V0245,32,7.0
INV1612,D013,V0167,4,3.0
INV1613,D009,V0213,15,7.0
INV1614,D033,V0228,-1,5.0
INV1615,D029,V0191,26,2.0
INV1616,D044,V0438,26,10.0
INV1617,D046,V0379,42,6.0
INV1618,D018,V0129,50,3.0
INV1619,D036,V0382,8,3.0
INV1620,D029,V0012,5,10.0
INV1621,D021,V0417,20,3.0
INV1622,D040,V0187,3,8.0
INV1623,D038,V0051,30,8.0
INV1624,D003,V0222,25,8.0
INV1625,D036,V0449,12,9.0
INV1626,D003,V0480,35,2.0
INV1627,D020,V0139,17,3.0
INV1628,D019,V0108,16,5.0
INV1629,D020,V0377,10,7.0
INV1630,D007,V0223,38,5.0
INV1631,D027,V0191,16,3.0
INV1632,D037,V0500,32,9.0
INV1633,D027,V0495,14,7.0
INV1634,D026,V0164,23,2.0
INV1635,D048,V0283,26,7.0
INV1636,D018,V0036,34,3.0
INV1637,D030,V0090,33,10.0
INV1638,D009,V0107,44,10.0
INV1639,D030,V0173,19,9.0
INV1640,D005,V0081,42,10.0
INV1641,D043,V0473,7,6.0
INV1642,D015,V0308,15,8.0
INV1643,D018,V0214,50,7.0
INV1644,D038,V0376,20,7.0
INV1645,D046,V0499,23,9.0
INV1646,D011,V0353,7,9.0
INV1647,D038,V0397,48,3.0
INV1648,D037,V0001,28,6.0
INV1649,D005,V0347,9,5.0
INV1650,D046,V0491,2,
INV1651,D017,V0109,2,7.0
INV1652,D048,V0308,8,2.0
INV1653,D036,V0263,34,2.0
INV1654,D028,V0156,27,10.0
INV1655,D009,V0363,5,9.0
INV1656,D047,V0374,29,9.0
INV1657,D006,V0239,38,7.0
INV1658,D019,V0415,29,7.0
INV1659,D004,V0497,14,9.0
INV1660,D043,V0478,37,4.0
INV1661,D040,V0450,12,6.0
INV1662,D014,V0219,12,7.0
INV1663,D033,V0053,42,2.0
INV1664,D019,V0085,20,
INV1665,D016,V0305,8,9.0
INV1666,D034,V0442,32,8.0
INV1667,D040,V0151,46,9.0
INV1668,D002,V0414,0,
INV1669,D050,V0060,16,7.0
INV1670,D010,V0281,18,5.0
INV1671,D009,V0397,24,8.0
INV1672,D011,V0128,0,5.0
INV1673,D031,V0265,8,2.0
INV1674,D048,V0379,22,7.0
INV1675,D029,V0484,37,4.0
INV1676,D027,V0277,27,2.0
INV1677,D030,V0005,14,2.0
INV1678,D013,V0346,22,4.0
INV1679,D013,V0374,23,2.0
INV1680,D011,V0060,14,7.0
INV1681,D020,V0500,28,3.0
INV1682,D006,V0267,21,8.0
INV1683,D039,V0179,15,3.0
INV1684,D035,V0266,8,9.0
INV1685,D046,V0070,20,4.0
INV1686,D011,V0058,41,4.0
INV1687,D050,V0324,4,7.0
INV1688,D042,V0001,18,10.0
INV1689,D001,V0034,1,2.0
INV1690,D026,V0460,48,10.0
INV1691,D002,V0024,5,10.0
INV1692,D010,V0181,5,4.0
INV1693,D029,V0036,7,7.0
INV1694,D032,V0427,9,3.0
INV1695,D034,V0203,12,4.0
INV1696,D016,V0167,3,4.0
INV1697,D016,V0153,38,4.0
INV1698,D018,V0094,29,7.0
INV1699,D020,V0006,1,3.0
INV1700,D005,V0184,23,10.0
INV1701,D043,V0045,1,5.0
INV1702,D034,V0135,31,9.0
INV1703,D003,V0278,45,2.0
INV1704,D046,V0381,46,6.0
INV1705,D020,V0427,15,4.0
INV1706,D011,V0019,24,10.0
INV1707,D034,V0330,36,6.0
INV1708,D031,V0453,43,10.0
INV1709,D017,V0473,6,10.0
INV1710,D014,V0267,49,2.0
INV1711,D018,V0264,0,5.0
INV1712,D011,V0498,12,9.0
INV1713,D050,V0097,29,10.0
INV1714,D004,V0177,42,3.0
INV1715,D032,V0256,25,8.0
INV1716,D024,V0445,45,8.0
INV1717,D002,V0218,46,8.0
INV1718,D036,V0170,1,6.0
INV1719,D023,V0299,15,5.0
INV1720,D010,V0001,5,5.0
INV1721,D031,V0072,35,3.0
INV1722,D015,V0453,37,3.0
INV1723,D035,V0406,13,10.0
INV1724,D027,V0362,22,7.0
INV1725,D032,V0188,17,10.0
INV1726,D023,V0390,9,9.0
INV1727,D011,V0253,29,2.0
INV1728,D032,V0281,10,6.0
INV1729,D023,V0033,1,9.0
INV1730,D030,V0277,21,3.0
INV1731,D023,V0249,39,8.0
INV1732,D010,V0328,8,4.0
INV1733,D013,V0426,23,2.0
INV1734,D018,V0458,15,9.0
INV1735,D003,V0136,34,2.0
INV1736,D018,V0054,30,8.0
INV1737,D039,V0089,3,3.0
INV1738,D029,V0233,22,3.0
INV1739,D046,V0046,36,4.0
INV1740,D011,V0395,21,4.0
INV1741,D019,V0452,11,2.0
INV1742,D013,V0358,47,8.0
INV1743,D018,V0039,33,3.0
INV1744,D025,V0153,27,10.0
INV1745,D044,V0024,41,9.0
INV1746,D041,V0338,40,7.0
INV1747,D014,V0135,50,6.0
INV1748,D008,V0094,31,8.0
INV1749,D010,V0202,34,2.0
INV1750,D002,V0090,25,3.0
INV1751,D045,V0464,26,2.0
INV1752,D050,V0038,6,5.0
INV1753,D027,V0391,16,6.0
INV1754,D011,V0422,9,8.0
INV1755,D005,V0364,39,6.0
INV1756,D041,V0259,32,4.0
INV1757,D045,V0169,0,4.0
INV1758,D002,V0190,35,6.0
INV1759,D040,V0193,26,9.0
INV1760,D025,V0471,22,9.0
INV1761,D041,V0051,36,
INV1762,D011,V0417,24,10.0
INV1763,D046,V0373,11,7.0
INV1764,D039,V0116,40,6.0
INV1765,D006,V0254,20,4.0
INV1766,D036,V0439,48,9.0
INV1767,D046,V0388,48,5.0
INV1768,D039,V0320,7,3.0
INV1769,D003,V0442,1,8.0
INV1770,D034,V0090,38,8.0
INV1771,D032,V0475,21,
INV1772,D022,V0020,21,10.0
INV1773,D015,V0394,3,6.0
INV1774,D012,V0183,32,6.0
INV1775,D026,V0329,44,2.0
INV1776,D043,V0499,13,10.0
INV1777,D030,V0101,39,2.0
INV1778,D047,V0391,47,
INV1779,D043,V0230,28,7.0
INV1780,D047,V0469,14,
INV1781,D039,V0312,4,6.0
INV1782,D027,V0291,0,2.0
INV1783,D048,V0397,42,7.0
INV1784,D017,V0349,33,6.0
INV1785,D048,V0318,22,4.0
INV1786,D033,V0163,5,5.0
INV1787,D032,V0001,24,3.0
INV1788,D042,V0264,42,6.0
INV1789,D045,V0045,34,7.0
INV1790,D016,V0480,3,
INV1791,D036,V0037,47,6.0
INV1792,D024,V0197,11,5.0
INV1793,D023,V0143,30,9.0
INV1794,D027,V0497,43,2.0
INV1795,D004,V0069,28,3.0
INV1796,D033,V0352,0,9.0
INV1797,D007,V0149,9,6.0
INV1798,D031,V0104,35,3.0
INV1799,D048,V0491,1,5.0
INV1800,D037,V0442,29,10.0
INV1801,D027,V0094,38,9.0
INV1802,D044,V0088,44,2.0
INV1803,D021,V0152,43,9.0
INV1804,D011,V0103,33,10.0
INV1805,D003,V0180,26,2.0
INV1806,D017,V0199,7,9.0
INV1807,D023,V0240,-8,5.0
INV1808,D023,V0018,45,
INV1809,D007,V0204,50,6.0
INV1810,D012,V0238,-4,3.0
INV1811,D005,V0325,33,9.0
INV1812,D034,V0349,36,
INV1813,D004,V0168,7,3.0
INV1814,D026,V0246,35,5.0
INV1815,D023,V0386,8,2.0
INV1816,D035,V0435,6,7.0
INV1817,D037,V0292,8,3.0
INV1818,D038,V0056,-2,8.0
INV1819,D015,V0451,16,3.0
INV1820,D020,V0431,15,3.0
INV1821,D019,V0194,29,3.0
INV1822,D011,V0127,34,10.0
INV1823,D033,V0112,22,10.0
INV1824,D027,V0160,50,6.0
INV1825,D001,V0399,13,7.0
INV1826,D007,V0238,24,9.0
INV1827,D006,V0135,17,4.0
INV1828,D021,V0393,33,5.0
INV1829,D017,V0083,37,5.0
INV1830,D011,V0091,9,9.0
INV1831,D009,V0385,46,8.0
INV1832,D043,V0192,8,6.0
INV1833,D036,V0423,27,8.0
INV1834,D024,V0028,39,5.0
INV1835,D041,V0016,48,6.0
INV1836,D035,V0390,12,9.0
INV1837,D049,V0021,49,2.0
INV1838,D044,V0487,39,9.0
INV1839,D043,V0037,49,2.0
INV1840,D005,V0211,47,7.0
INV1841,D045,V0039,8,7.0
INV1842,D030,V0293,15,9.0
INV1843,D008,V0210,8,10.0
INV1844,D007,V0108,19,5.0
INV1845,D042,V0450,11,2.0
INV1846,D023,V0011,20,6.0
INV1847,D002,V0187,28,8.0
INV1848,D008,V0471,49,3.0
INV1849,D050,V0202,10,5.0
INV1850,D020,V0413,28,10.0
INV1851,D041,V0201,48,3.0
INV1852,D025,V0393,26,10.0
INV1853,D025,V0412,14,8.0
INV1854,D015,V0485,46,8.0
INV1855,D002,V0233,16,6.0
INV1856,D011,V0490,23,6.0
INV1857,D008,V0039,16,4.0
INV1858,D026,V0227,6,6.0
INV1859,D018,V0230,18,2.0
INV1860,D047,V0187,12,2.0
INV1861,D027,V0043,0,5.0
INV1862,D017,V0186,19,3.0
INV1863,D027,V0142,17,6.0
INV1864,D048,V0300,0,7.0
INV1865,D036,V0381,6,10.0
INV1866,D045,V0285,3,9.0
INV1867,D007,V0040,36,2.0
INV1868,D004,V0313,41,
INV1869,D048,V0097,2,4.0
INV1870,D044,V0114,29,6.0
INV1871,D030,V0360,49,6.0
INV1872,D050,V0481,1,5.0
INV1873,D028,V0104,33,5.0
INV1874,D038,V0466,24,10.0
INV1875,D033,V0472,2,7.0
INV1876,D009,V0428,34,2.0
INV1877,D046,V0264,15,7.0
INV1878,D035,V0482,48,10.0
INV1879,D014,V0381,7,2.0
INV1880,D049,V0042,47,5.0
INV1881,D029,V0088,43,9.0
INV1882,D042,V0310,20,7.0
INV1883,D049,V0359,-1,6.0
INV1884,D016,V0403,31,4.0
INV1885,D030,V0378,27,4.0
INV1886,D036,V0389,11,10.0
INV1887,D042,V0052,10,8.0
INV1888,D020,V0168,1,5.0
INV1889,D029,V0153,14,8.0
INV1890,D008,V0122,24,9.0
INV1891,D004,V0284,26,4.0
INV1892,D029,V0458,50,5.0
INV1893,D032,V0222,20,4.0
INV1894,D011,V0392,15,8.0
INV1895,D028,V0433,45,2.0
INV1896,D028,V0063,40,8.0
INV1897,D036,V0266,23,7.0
INV1898,D009,V0332,-7,2.0
INV1899,D049,V0367,2,8.0
INV1900,D014,V0372,43,9.0
INV1901,D004,V0117,20,3.0
INV1902,D038,V0469,8,8.0
INV1903,D005,V0164,5,7.0
INV1904,D017,V0498,38,5.0
INV1905,D021,V0337,46,3.0
INV1906,D040,V0047,1,5.0
INV1907,D001,V0215,39,3.0
INV1908,D039,V0473,3,4.0
INV1909,D045,V0330,42,4.0
INV1910,D049,V0193,18,3.0
INV1911,D023,V0462,15,6.0
INV1912,D036,V0319,14,8.0
INV1913,D016,V0144,30,6.0
INV1914,D017,V0324,11,5.0
INV1915,D015,V0192,28,7.0
INV1916,D031,V0207,14,4.0
INV1917,D045,V0098,37,8.0
INV1918,D029,V0044,4,6.0
INV1919,D020,V0213,26,8.0
INV1920,D037,V0304,33,2.0
INV1921,D022,V0237,9,
INV1922,D039,V0464,36,2.0
INV1923,D034,V0028,19,3.0
INV1924,D046,V0441,40,6.0
INV1925,D036,V0042,37,2.0
INV1926,D047,V0456,33,5.0
INV1927,D049,V0190,39,2.0
INV1928,D022,V0385,45,3.0
INV1929,D039,V0265,31,2.0
INV1930,D003,V0320,45,5.0
INV1931,D036,V0116,18,2.0
INV1932,D004,V0155,36,8.0
INV1933,D029,V0221,1,6.0
INV1934,D024,V0430,29,3.0
INV1935,D025,V0049,46,10.0
INV1936,D026,V0217,11,7.0
INV1937,D024,V0493,14,7.0
INV1938,D020,V0402,33,5.0
INV1939,D019,V0198,10,8.0
INV1940,D030,V0061,30,2.0
INV1941,D037,V0196,12,7.0
INV1942,D031,V0042,37,8.0
INV1943,D042,V0121,31,
INV1944,D004,V0088,46,4.0
INV1945,D044,V0171,15,2.0
INV1946,D009,V0010,4,4.0
INV1947,D013,V0272,9,2.0
INV1948,D004,V0264,29,3.0
INV1949,D035,V0021,43,10.0
INV1950,D011,V0068,11,5.0
INV1951,D030,V0389,17,4.0
INV1952,D050,V0373,27,9.0
INV1953,D050,V0471,31,2.0
INV1954,D021,V0112,16,9.0
INV1955,D046,V0311,25,3.0
INV1956,D006,V0020,42,8.0
INV1957,D004,V0320,7,3.0
INV1958,D047,V0099,41,8.0
INV1959,D028,V0324,8,7.0
INV1960,D041,V0389,26,8.0
INV1961,D026,V0032,30,10.0
INV1962,D016,V0481,34,3.0
INV1963,D010,V0310,7,5.0
INV1964,D015,V0241,12,4.0
INV1965,D004,V0351,19,6.0
INV1966,D025,V0434,30,7.0
INV1967,D006,V0073,23,2.0
INV1968,D050,V0345,22,2.0
INV1969,D025,V0216,41,6.0
INV1970,D016,V0136,44,
INV1971,D013,V0249,31,9.0
INV1972,D022,V0007,46,10.0
INV1973,D046,V0417,44,7.0
INV1974,D004,V0335,14,3.0
INV1975,D010,V0019,40,8.0
INV1976,D032,V0261,48,6.0
INV1977,D049,V0102,41,7.0
INV1978,D018,V0091,41,10.0
INV1979,D002,V0456,0,7.0
INV1980,D030,V0241,15,
INV1981,D013,V0250,25,5.0
INV1982,D021,V0239,43,8.0
INV1983,D013,V0038,40,6.0
INV1984,D038,V0341,11,8.0
INV1985,D014,V0141,28,9.0
INV1986,D018,V0117,29,2.0
INV1987,D027,V0272,33,6.0
INV1988,D011,V0327,11,9.0
INV1989,D018,V0098,46,2.0
INV1990,D041,V0121,11,6.0
INV1991,D037,V0218,47,7.0
INV1992,D029,V0229,11,3.0
INV1993,D005,V0447,27,3.0
INV1994,D047,V0149,30,4.0
INV1995,D031,V0289,10,3.0
INV1996,D016,V0049,21,4.0
INV1997,D003,V0487,20,
INV1998,D044,V0385,31,9.0
INV1999,D049,V0474,20,3.0
INV2000,D040,V0164,47,5.0
INV2001,D022,V0403,4,7.0
INV2002,D031,V0043,23,8.0
INV2003,D018,V0369,15,3.0
INV2004,D015,V0459,36,10.0
INV2005,D020,V0498,35,5.0
INV2006,D038,V0270,24,4.0
INV2007,D018,V0013,29,10.0
INV2008,D040,V0020,11,3.0
INV2009,D030,V0263,35,7.0
INV2010,D023,V0237,-3,4.0
INV2011,D021,V0477,44,4.0
INV2012,D046,V0069,5,7.0
INV2013,D018,V0269,16,5.0
INV2014,D010,V0176,43,5.0
INV2015,D047,V0358,15,8.0
INV2016,D007,V0098,40,9.0
INV2017,D014,V0356,33,5.0
INV2018,D030,V0448,30,10.0
INV2019,D021,V0290,41,10.0
INV2020,D033,V0114,4,2.0
INV2021,D050,V0302,43,3.0
INV2022,D028,V0404,18,2.0
INV2023,D007,V0360,29,4.0
INV2024,D030,V0216,31,7.0
INV2025,D013,V0397,37,7.0
INV2026,D046,V0219,0,5.0
INV2027,D024,V0238,31,3.0
INV2028,D035,V0281,29,4.0
INV2029,D016,V0174,42,5.0
INV2030,D001,V0058,27,10.0
INV2031,D006,V0495,0,6.0
INV2032,D024,V0484,42,9.0
INV2033,D003,V0016,42,4.0
INV2034,D021,V0215,33,8.0
INV2035,D033,V0276,11,8.0
INV2036,D016,V0415,21,6.0
INV2037,D028,V0415,29,
INV2038,D050,V0197,4,8.0
INV2039,D023,V0049,21,6.0
INV2040,D015,V0383,9,5.0
INV2041,D029,V0283,40,6.0
INV2042,D045,V0485,12,5.0
INV2043,D041,V0399,23,2.0
INV2044,D036,V0460,19,6.0
INV2045,D041,V0185,15,10.0
INV2046,D047,V0463,49,3.0
INV2047,D030,V0190,12,9.0
INV2048,D013,V0240,14,8.0
INV2049,D041,V0355,32,10.0
INV2050,D035,V0070,16,4.0
INV2051,D038,V0032,36,4.0
INV2052,D030,V0290,25,6.0
INV2053,D015,V0491,2,6.0
INV2054,D029,V0120,10,9.0
INV2055,D008,V0273,8,7.0
INV2056,D030,V0349,24,3.0
INV2057,D041,V0366,0,8.0
INV2058,D009,V0263,43,2.0
INV2059,D038,V0385,29,5.0
INV2060,D003,V0390,28,3.0
INV2061,D038,V0149,38,9.0
INV2062,D012,V0246,13,3.0
INV2063,D013,V0275,0,10.0
INV2064,D048,V0068,19,4.0
INV2065,D021,V0472,6,4.0
INV2066,D034,V0276,19,10.0
INV2067,D005,V0499,13,5.0
INV2068,D002,V0423,46,
INV2069,D031,V0027,31,6.0
INV2070,D023,V0098,48,7.0
INV2071,D024,V0202,49,6.0
INV2072,D014,V0224,16,4.0
INV2073,D002,V0411,12,7.0
INV2074,D009,V0117,16,8.0
INV2075,D047,V0131,0,
INV2076,D030,V0125,42,3.0
INV2077,D044,V0256,43,6.0
INV2078,D022,V0377,31,3.0
INV2079,D020,V0434,23,9.0
INV2080,D007,V0311,6,8.0
INV2081,D016,V0432,21,6.0
INV2082,D009,V0252,50,5.0
INV2083,D012,V0393,27,9.0
INV2084,D049,V0458,3,6.0
INV2085,D020,V0094,14,7.0
INV2086,D030,V0021,33,6.0
INV2087,D023,V0441,14,8.0
INV2088,D037,V0422,42,5.0
INV2089,D012,V0254,35,7.0
INV2090,D008,V0456,19,8.0
INV2091,D031,V0011,16,2.0
INV2092,D028,V0080,19,7.0
INV2093,D019,V0095,30,5.0
INV2094,D010,V0406,3,8.0
INV2095,D005,V0422,13,9.0
INV2096,D021,V0455,16,2.0
INV2097,D046,V0245,20,2.0
INV2098,D009,V0155,33,4.0
INV2099,D036,V0195,20,7.0
INV2100,D024,V0228,23,7.0
INV2101,D048,V0337,20,3.0
INV2102,D002,V0087,33,5.0
INV2103,D024,V0092,42,6.0
INV2104,D044,V0130,5,9.0
INV2105,D010,V0293,34,8.0
INV2106,D001,V0428,18,
INV2107,D004,V0488,21,9.0
INV2108,D024,V0338,16,3.0
INV2109,D035,V0244,12,6.0
INV2110,D021,V0268,35,7.0
INV2111,D041,V0436,18,10.0
INV2112,D038,V0475,13,9.0
INV2113,D018,V0143,28,3.0
INV2114,D037,V0104,7,4.0
INV2115,D042,V0350,19,10.0
INV2116,D046,V0445,14,9.0
INV2117,D040,V0065,44,
INV2118,D012,V0221,47,4.0
INV2119,D005,V0084,20,5.0
INV2120,D007,V0402,40,5.0
INV2121,D030,V0123,10,2.0
INV2122,D006,V0334,3,3.0
INV2123,D015,V0240,44,
INV2124,D025,V0150,49,9.0
INV2125,D008,V0370,5,6.0
INV2126,D006,V0301,22,3.0
INV2127,D011,V0113,5,
INV2128,D019,V0441,33,2.0
INV2129,D047,V0242,14,8.0
INV2130,D030,V0381,16,4.0
INV2131,D049,V0290,50,3.0
INV2132,D032,V0041,38,4.0
INV2133,D048,V0416,4,3.0
INV2134,D031,V0426,31,10.0
INV2135,D039,V0318,25,7.0
INV2136,D009,V0070,47,5.0
INV2137,D035,V0011,0,6.0
INV2138,D002,V0276,27,5.0
INV2139,D014,V0479,38,8.0
INV2140,D022,V0073,2,7.0
INV2141,D045,V0491,34,3.0
INV2142,D037,V0174,50,9.0
INV2143,D043,V0353,2,8.0
INV2144,D010,V0389,44,7.0
INV2145,D023,V0071,49,5.0
INV2146,D021,V0191,31,6.0
INV2147,D036,V0105,26,
INV2148,D030,V0109,46,10.0
INV2149,D005,V0252,43,2.0
INV2150,D017,V0471,27,8.0
INV2151,D004,V0387,44,2.0
INV2152,D015,V0285,20,7.0
INV2153,D031,V0391,35,3.0
INV2154,D010,V0403,12,6.0
INV2155,D037,V0391,2,3.0
INV2156,D002,V0085,30,8.0
INV2157,D024,V0045,13,2.0
INV2158,D031,V0016,20,2.0
INV2159,D005,V0207,44,2.0
INV2160,D048,V0062,9,3.0
INV2161,D032,V0108,22,4.0
INV2162,D027,V0155,25,5.0
INV2163,D024,V0077,33,9.0
INV2164,D040,V0152,46,7.0
INV2165,D041,V0102,15,3.0
INV2166,D040,V0291,20,8.0
INV2167,D019,V0495,46,7.0
INV2168,D030,V0267,7,3.0
INV2169,D027,V0321,50,9.0
INV2170,D020,V0247,41,7.0
INV2171,D033,V0292,0,7.0
INV2172,D026,V0370,18,6.0
INV2173,D005,V0247,13,10.0
INV2174,D050,V0413,42,5.0
INV2175,D003,V0449,35,9.0
INV2176,D033,V0381,23,6.0
INV2177,D024,V0203,17,9.0
INV2178,D009,V0320,6,2.0
INV2179,D032,V0443,49,4.0
INV2180,D049,V0372,43,
INV2181,D025,V0294,7,9.0
INV2182,D009,V0377,13,3.0
INV2183,D018,V0118,35,10.0
INV2184,D034,V0440,4,10.0
INV2185,D022,V0429,41,2.0
INV2186,D007,V0141,15,5.0
INV2187,D020,V0263,8,6.0
INV2188,D041,V0297,24,7.0
INV2189,D049,V0476,31,9.0
INV2190,D034,V0288,15,6.0
INV2191,D004,V0260,40,7.0
INV2192,D039,V0099,19,6.0
INV2193,D002,V0412,40,
INV2194,D003,V0271,8,5.0
INV2195,D003,V0369,43,9.0
INV2196,D034,V0237,32,4.0
INV2197,D024,V0450,38,8.0
INV2198,D021,V0031,24,
INV2199,D019,V0366,14,7.0
INV2200,D033,V0107,25,9.0
INV2201,D005,V0010,0,7.0
INV2202,D003,V0079,0,
INV2203,D015,V0479,33,
INV2204,D009,V0497,50,
INV2205,D048,V0324,23,9.0
INV2206,D011,V0134,48,8.0
INV2207,D028,V0145,39,7.0
INV2208,D032,V0225,6,8.0
INV2209,D023,V0039,48,5.0
INV2210,D022,V0133,24,6.0
INV2211,D049,V0311,33,
INV2212,D025,V0070,7,7.0
INV2213,D020,V0469,6,10.0
INV2214,D001,V0477,10,9.0
INV2215,D036,V0316,21,6.0
INV2216,D037,V0319,30,10.0
INV2217,D040,V0142,29,3.0
INV2218,D042,V0321,23,
INV2219,D021,V0301,50,7.0
INV2220,D010,V0138,6,7.0
INV2221,D048,V0087,36,6.0
INV2222,D002,V0338,26,8.0
INV2223,D049,V0225,18,9.0
INV2224,D015,V0039,8,9.0
INV2225,D043,V0173,0,3.0
INV2226,D035,V0182,14,8.0
INV2227,D002,V0131,45,5.0
INV2228,D019,V0212,21,
INV2229,D022,V0455,23,3.0
INV2230,D020,V0022,21,10.0
INV2231,D024,V0116,26,8.0
INV2232,D037,V0306,16,2.0
INV2233,D013,V0351,12,6.0
INV2234,D031,V0175,50,4.0
INV2235,D015,V0168,47,7.0
INV2236,D020,V0098,25,6.0
INV2237,D016,V0360,42,
INV2238,D013,V0255,7,7.0
INV2239,D021,V0364,16,9.0
INV2240,D041,V0120,12,4.0
INV2241,D048,V0352,42,2.0
INV2242,D034,V0296,28,8.0
INV2243,D045,V0398,48,8.0
INV2244,D036,V0078,49,9.0
INV2245,D035,V0012,27,4.0
INV2246,D047,V0103,4,4.0
INV2247,D035,V0122,6,6.0
INV2248,D046,V0425,32,7.0
INV2249,D044,V0440,42,3.0
INV2250,D044,V0423,32,8.0
INV2251,D046,V0464,17,2.0
INV2252,D033,V0334,25,6.0
INV2253,D046,V0139,44,3.0
INV2254,D032,V0363,50,5.0
INV2255,D037,V0210,45,7.0
INV2256,D049,V0285,9,6.0
INV2257,D035,V0457,2,5.0
INV2258,D005,V0285,7,9.0
INV2259,D014,V0251,25,3.0
INV2260,D009,V0128,27,8.0
INV2261,D036,V0184,36,9.0
INV2262,D026,V0289,24,9.0
INV2263,D034,V0215,10,3.0
INV2264,D005,V0297,30,4.0
INV2265,D027,V0182,5,4.0
INV2266,D050,V0067,7,8.0
INV2267,D018,V0232,28,3.0
INV2268,D028,V0030,32,9.0
INV2269,D005,V0183,2,3.0
INV2270,D030,V0013,5,9.0
INV2271,D050,V0288,15,7.0
INV2272,D042,V0460,-13,9.0
INV2273,D048,V0305,34,2.0
INV2274,D040,V0427,18,2.0
INV2275,D017,V0107,23,
INV2276,D009,V0228,35,4.0
INV2277,D016,V0114,10,3.0
INV2278,D006,V0385,19,9.0
INV2279,D031,V0309,44,5.0
INV2280,D019,V0480,22,
INV2281,D021,V0043,15,5.0
INV2282,D011,V0195,-13,
INV2283,D030,V0009,37,6.0
INV2284,D031,V0356,6,7.0
INV2285,D009,V0060,18,8.0
INV2286,D020,V0167,9,8.0
INV2287,D028,V0017,4,3.0
INV2288,D045,V0384,11,6.0
INV2289,D014,V0474,5,3.0
INV2290,D028,V0386,4,8.0
INV2291,D016,V0365,37,10.0
INV2292,D023,V0430,46,5.0
INV2293,D031,V0270,42,
INV2294,D024,V0093,25,9.0
INV2295,D011,V0055,5,7.0
INV2296,D040,V0269,27,10.0
INV2297,D042,V0129,44,6.0
INV2298,D022,V0286,40,7.0
INV2299,D017,V0331,38,9.0
INV2300,D013,V0004,50,4.0
INV2301,D015,V0372,1,8.0
INV2302,D019,V0489,37,10.0
INV2303,D039,V0443,19,4.0
INV2304,D018,V0082,49,7.0
INV2305,D034,V0457,42,7.0
INV2306,D024,V0051,19,8.0
INV2307,D006,V0143,2,6.0
INV2308,D020,V0310,27,7.0
INV2309,D040,V0327,20,3.0
INV2310,D038,V0458,7,5.0
INV2311,D007,V0028,23,8.0
INV2312,D031,V0399,33,7.0
INV2313,D005,V0288,36,2.0
INV2314,D041,V0178,22,2.0
INV2315,D021,V0185,1,2.0
INV2316,D033,V0223,12,3.0
INV2317,D010,V0107,16,10.0
INV2318,D023,V0436,42,
INV2319,D036,V0405,50,3.0
INV2320,D010,V0224,9,6.0
INV2321,D044,V0163,50,5.0
INV2322,D043,V0098,6,10.0
INV2323,D006,V0491,11,7.0
INV2324,D025,V0438,35,2.0
INV2325,D046,V0039,16,5.0
INV2326,D037,V0394,14,4.0
INV2327,D020,V0045,34,2.0
INV2328,D035,V0465,29,3.0
INV2329,D011,V0405,24,8.0
INV2330,D024,V0178,22,7.0
INV2331,D042,V0246,18,9.0
INV2332,D019,V0153,29,2.0
INV2333,D035,V0261,46,2.0
INV2334,D006,V0167,3,10.0
INV2335,D023,V0001,4,2.0
INV2336,D014,V0071,27,4.0
INV2337,D027,V0116,30,10.0
INV2338,D043,V0248,43,4.0
INV2339,D030,V0431,12,7.0
INV2340,D007,V0155,41,8.0
INV2341,D029,V0433,31,2.0
INV2342,D050,V0162,23,8.0
